file,uuid,title,artist,date,w,h,tags,status
diagram-of-the-zodiac__ab211401.jpg,ab211401-99bc-4bb9-8035-4a92766e1cef,Diagram of the Zodiac,,late 12th century,851,856,"astrology,astronomy,zodiac",have
diagram-of-the-phases-of-the-moon__baf5148b.jpg,baf5148b-7a0c-4a98-bfa6-be91c9c3f4fd,Diagram of the phases of the moon,,late 12th century,879,888,"astrology,astronomy",have
diagram-of-the-solstices-and-equinoxes__b614b9d2.jpg,b614b9d2-b24c-403d-81a2-e64a8a8899b1,Diagram of the solstices and equinoxes,,late 12th century,631,1023,"astrology,astronomy",have
above-diagram-of-a-cube-below-diagram-of-the-microcosmic-mac__c8d6bd49.jpg,c8d6bd49-e0b5-4883-80d1-e10af13b3ae1,Above: Diagram of a cube; Below: Diagram of the microcosmic-macrocosmic harmony.,,late 12th century,613,1024,"astrology,astronomy",have
diagram-of-planetary-courses-in-the-zodiacal-signs__d82841b3.jpg,d82841b3-d8f6-4589-b4d6-166e174d022f,Diagram of planetary courses in the zodiacal signs,,late 12th century,911,1024,"astrology,astronomy",have
around-the-projectile__5f096ca2.jpg,5f096ca2-98e7-4cfa-9554-8a8551262f6a,Around the Projectile,Émile-Antoine Bayard,1870,545,800,"astronomy,moon,space,stars",have
untitled__1bc1f5ee.jpg,1bc1f5ee-f266-4c59-866a-4a8bebee4e56,,,ca. 820,831,1024,"astrology,astronomy,stars,zodiac",have
untitled__20e83c7d.jpg,20e83c7d-555a-42d8-bf4a-3cd9aaea40cd,,,ca. 820,686,800,"astrology,astronomy,stars,zodiac",have
untitled__2df9ad10.jpg,2df9ad10-0f9a-4d52-b960-4319ddeaf695,,,ca. 820,667,800,"astrology,astronomy,stars,zodiac",have
untitled__2bc5df08.jpg,2bc5df08-cbb5-4288-a2f5-0a9793606daf,,,ca. 820,817,1024,"astrology,astronomy,stars,zodiac",have
untitled__4cb294d3.jpg,4cb294d3-2ed9-417c-ae6d-507ad2b17978,,,ca. 820,685,800,"astrology,astronomy,stars,zodiac",have
untitled__53b838b5.jpg,53b838b5-41c9-440b-b062-4da5cc1bbd9f,,,ca. 820,800,752,"astrology,astronomy,stars,zodiac",have
untitled__67cdca0f.jpg,67cdca0f-4dd8-4c27-a883-3d8515ccec42,,,ca. 820,922,358,"astrology,astronomy,stars,zodiac",have
untitled__807cdbfb.jpg,807cdbfb-774a-4d4e-b5da-f6a98795130b,,,ca. 820,764,1024,"astrology,astronomy,stars,zodiac",have
untitled__8d6529ab.jpg,8d6529ab-657f-4290-9aee-d94c46940468,,,ca. 820,681,800,"astrology,astronomy,stars,zodiac",have
untitled__00d2f96b.jpg,00d2f96b-460d-4274-8e12-dbc90dcf1182,,,ca. 820,709,800,"astrology,astronomy,stars,zodiac",have
untitled__0dd34fee.jpg,0dd34fee-3fbc-4146-92ab-19296941964f,,,ca. 820,886,1024,"astrology,astronomy,stars,zodiac",have
untitled__b496e0bc.jpg,b496e0bc-3bb5-4da3-98b4-fc647009d641,,,ca. 820,800,798,"astrology,astronomy,stars,zodiac",have
untitled__ca853848.jpg,ca853848-a7c7-4da4-9952-8b56b9bafb52,,,ca. 820,648,800,"astrology,astronomy,stars,zodiac",have
untitled__d738b552.jpg,d738b552-f277-4708-be97-49c6b0ae5a9a,,,ca. 820,800,783,"astrology,astronomy,stars,zodiac",have
untitled__da8f9e4c.jpg,da8f9e4c-b889-4978-850c-8a41cb26518d,,,ca. 820,647,799,"astrology,astronomy,stars,zodiac",have
untitled__e1278180.jpg,e1278180-a82f-49b4-a81c-5552af853762,,,ca. 820,762,799,"astrology,astronomy,stars,zodiac",have
untitled__f79df3c6.jpg,f79df3c6-9a31-4ad1-abe5-522a87426b65,,,ca. 820,879,1024,"astrology,astronomy,stars,zodiac",have
group-of-sun-spots-and-veiled-spots__19a7ecbf.jpg,19a7ecbf-38d6-45e3-b610-72e7f46bb045,Group of Sun Spots and Veiled Spots,Étienne Léopold Trouvelot,1882,975,794,"astronomy,sun",have
aurora-borealis__1265e8c2.png,1265e8c2-c941-4523-8145-9a435584070f,Aurora Borealis,Étienne Léopold Trouvelot,1882,972,788,"astronomy,stars",have
the-planet-jupiter__24f8932b.png,24f8932b-6a98-4c48-b6e0-582eda84aa92,The Planet Jupiter,Étienne Léopold Trouvelot,1882,944,769,astronomy,have
the-zodiacal-light__3cbd006a.jpg,3cbd006a-1f34-4b17-b781-887fe16ad420,The Zodiacal Light,Étienne Léopold Trouvelot,1882,586,800,"astronomy,sky,stars",have
solar-protuberances__5513e804.jpg,5513e804-7e76-40ea-bfd6-f3f198897439,Solar Protuberances,Étienne Léopold Trouvelot,1882,597,800,"astronomy,sun",have
the-planet-mars__aefb5005.jpg,aefb5005-9564-4cb2-ace2-a28c79470525,The Planet Mars,Étienne Léopold Trouvelot,1882,962,777,"astronomy,space",have
the-great-comet-of-1881__d69f353c.jpg,d69f353c-59c6-4f49-990d-8c96547a72c5,The Great Comet of 1881,Étienne Léopold Trouvelot,1882,591,800,"astronomy,sky",have
rainbow-obstacle__616dfec6.jpg,616dfec6-7df9-45d0-b780-d10f63508d12,Rainbow Obstacle,,1911,657,1023,astronomy,have
one-hair-nor-particle-of-dust__c76a83e1.jpg,c76a83e1-a375-4c3e-92f9-0a991cbcfbca,“One Hair Nor Particle of Dust…”,William Blake,1804–20,770,1024,astronomy,have
photo-from-apollo-11-mission__4d6e001b.jpg,4d6e001b-daf0-48b7-91e9-a06bf92bee07,Photo from Apollo 11 mission,NASA,1969,1200,1200,"astronomy,moon",have
beatrice-explaining-to-dante-that-the-universe-is-a-hierarch__1ee31d66.jpg,1ee31d66-be1e-43d0-80f3-67c803ea06c2,Beatrice explaining to Dante that the universe is a hierarchy of being,,1444–1450,1024,518,"astrology,astronomy",have
naga__3e93de58.jpg,3e93de58-460d-4756-983d-1e463ebaff19,Naga,,19th century,800,242,"astrology,astronomy",have
travels-and-lions__48a9205c.jpg,48a9205c-dc15-4464-9a08-aebd6a49cec4,Travels and Lions,,19th century,799,242,"astrology,astronomy",have
lotus__54fb55ea.jpg,54fb55ea-a507-495f-9637-ec0ec6a2d9f4,Lotus,,19th century,799,243,"astrology,astronomy",have
departing-on-a-trip-2__64bbbbfb.jpg,64bbbbfb-5082-4738-98fb-c7196c7ff215,Departing on a Trip 2,,19th century,800,238,"astrology,astronomy",have
the-cover__722a9921.jpg,722a9921-694e-4d38-92fe-4a5740168e75,The Cover,,19th century,800,264,"astrology,astronomy",have
solving-disputes__92d5b70d.jpg,92d5b70d-8a2f-4c4f-ac73-b46252f2bed2,Solving Disputes,,19th century,799,243,"astrology,astronomy",have
basics-of-mongolian-astrology__9540c8b2.jpg,9540c8b2-6535-4074-abf5-eec759ff217c,Basics of Mongolian Astrology,,19th century,800,654,"astrology,astronomy,zodiac",have
eclipses-and-zodiac__db32be47.jpg,db32be47-f555-4e00-a3bc-fd433270f01a,Eclipses and Zodiac,,19th century,800,242,"astrology,astronomy",have
astronomy-a-meteor-shower-in-the-night-sky-mezzotint-after-1__435cf100.jpg,435cf100-0b3b-4c3e-b003-b792a57e90f4,"Astronomy: a meteor shower in the night sky. Mezzotint, after 1783",,1783,900,695,"astronomy,space",have
illustration-from-a-1587-treatise-on-comets-and-meteors__435ca1be.jpg,435ca1be-350f-4d51-abe9-d005104affb1,Illustration from a 1587 treatise on comets and meteors,,1587,800,944,"astronomy,space",have
telescopic-view-of-halley-s-comet-1835__579809c5.jpg,579809c5-321e-4d3d-b8a5-64fc199dddc9,"Telescopic View of Halley's Comet, 1835",,1861,800,649,"astronomy,space,stars",have
telescopic-view-of-donati-s-comet-oct-15-1858__59884fa0.jpg,59884fa0-6907-4d78-a434-a3633ca73108,"Telescopic View of Donati's Comet, Oct. 15, 1858",,1861,600,857,"astronomy,space",have
dr-herschel-s-view-of-the-organisation-of-the-heavenly-bodie__7c05c188.jpg,7c05c188-2a3e-4ac9-8b17-e89251f478f0,Dr. Herschel's View of the Organisation of the Heavenly Bodies,Anonymous,1813,960,1200,"astronomy,space",have
portents-of-death-and-destruction__07fb7802.jpg,07fb7802-53d3-451a-8efb-a7b7ada33821,Portents of Death and Destruction,,ca. 1910,1400,474,"astronomy,space",have
comets-of-the-year-1664-and-1665-observed-by-john-hevelio__ad3a2ff9.jpg,ad3a2ff9-f46e-48b8-8c13-4fdc8d4d0e64,Comets of the Year 1664 and 1665 Observed by John Hevelio,,1668,1000,1514,"astronomy,space",have
comet-of-1811__e997e821.jpg,e997e821-d73f-4cab-859a-0fbd41ab7804,Comet of 1811,,1879,442,800,"astronomy,space,stars",have
illustration-from-a-1587-treatise-on-comets-and-meteors-crea__ec86edd7.jpg,ec86edd7-7219-413b-995b-4ce65ab0c041,"Illustration from a 1587 treatise on comets and meteors, created anonymously in Flanders (now northern France) and known as the *Kometenbuch*.",,1587,800,954,"astronomy,space,sun",have
the-milky-way__811942a1.jpeg,811942a1-e1a8-412e-b360-01b3926ddf81,The Milky Way,,1883,2294,1679,"astronomy,space,stars",have
paraselenae-or-mock-moons__046d82c3.jpeg,046d82c3-14e4-45a1-ac3b-72d64f437ee6,"Paraselenae, Or Mock Moons",,1883,1700,1806,astronomy,have
hare__31ee9d71.jpg,31ee9d71-365c-4a93-921b-9a0a26788fe7,Hare,,1482,450,699,"astrology,astronomy",have
lyre__38b4c8f1.jpg,38b4c8f1-da98-4591-b247-38500ce3dcf6,Lyre,,1482,450,628,"astrology,astronomy",have
horse__5e14a1b7.jpg,5e14a1b7-a918-470f-a0b0-b6233ad886c4,Horse,,1482,450,659,"astrology,astronomy,zodiac",have
hercules__738a5040.jpg,738a5040-dcdf-413d-bd9a-8c1336553986,Hercules,,1482,450,655,"astrology,astronomy",have
bull__8ed6435e.jpg,8ed6435e-eb75-48de-8fde-07a88e334111,Bull,,1482,450,659,"astrology,astronomy,zodiac",have
sagittarius__9f1b03fa.jpg,9f1b03fa-b0cc-4cbf-bbf1-9bffeadb3ef7,Sagittarius,,1482,450,685,"astrology,astronomy,zodiac",have
capricorn__a6520a80.jpg,a6520a80-0a1b-41f2-9256-8d05dce9462c,Capricorn,,1482,450,674,"astrology,astronomy,zodiac",have
scorpio__af80ae05.jpg,af80ae05-4987-4a51-b36f-b9edc4b2fb7c,Scorpio,,1482,450,623,"astrology,astronomy,zodiac",have
perseus__ad5437e9.jpg,ad5437e9-2bdd-4acc-8ab7-604b1278697b,Perseus,,1482,450,641,"astrology,astronomy",have
cassiopea-andromeda__a56fd591.jpg,a56fd591-0e33-4ac2-963c-db80695cc92f,Cassiopea / Andromeda,,1482,800,556,"astrology,astronomy",have
dragon-ursa-major-ursa-minor__c13c01ab.jpg,c13c01ab-8cd7-4316-8e50-c25927ee3d26,Dragon / Ursa Major / Ursa Minor,,1482,450,651,"astrology,astronomy",have
gemini__d68c0552.jpg,d68c0552-89ba-4986-8896-7bd25ddf55f7,Gemini,,1482,450,706,"astrology,astronomy",have
orion__de84a670.jpg,de84a670-4a19-4df1-9155-2b898044d1fa,Orion,,1482,450,602,"astrology,astronomy,stars",have
virgo__db6d9858.jpg,db6d9858-58a5-41db-877e-3da7866c8ca5,Virgo,,1482,450,696,"astrology,astronomy,zodiac",have
centaur-phyllirides__f19b11f3.jpg,f19b11f3-7b33-488a-8325-2fbe9c2f7cfb,Centaur Phyllirides,,1482,450,687,"astrology,astronomy",have
untitled__16f2b9fd.jpg,16f2b9fd-81fe-45c1-93d1-ae53b630b64a,,,ca. 17th century,2340,3232,astronomy,have
andromeda-perseus-the-triangle__31d9bf91.jpg,31d9bf91-fcf0-40f1-820e-8003d3d95789,"Andromeda, Perseus, The Triangle",John Flamsteed,1795,850,703,"astrology,astronomy,stars",have
the-lynx-the-little-lion__36c5b098.jpg,36c5b098-e3bf-4f22-9be9-5d10f9dc3044,"The Lynx, The Little Lion",John Flamsteed,1795,850,694,"astrology,astronomy,stars,zodiac",have
transit-of-venus__1e2d5608.jpg,1e2d5608-0836-47cf-9bf8-f6f58bd3f472,Transit of Venus,Naval Observatory and Transit of Venus Commission,1882,500,500,"astronomy,space,sun",have
transit-of-venus__3c4d0617.jpg,3c4d0617-8925-4c8e-936c-aec8e02dc652,Transit of Venus,Naval Observatory and Transit of Venus Commission,1882,500,500,"astronomy,space,sun",have
transit-of-venus__316b7e7d.jpg,316b7e7d-ee97-4ffb-a983-0a1e5e974061,Transit of Venus,Naval Observatory and Transit of Venus Commission,1882,500,500,"astronomy,space,sun",have
transit-of-venus__a62d011e.jpg,a62d011e-5714-477c-9cdc-7edca06652fc,Transit of Venus,Naval Observatory and Transit of Venus Commission,1882,500,500,"astronomy,space,sun",have
untitled__dcf37ec6.jpg,dcf37ec6-d028-41ac-812b-f2acce47e559,,Naval Observatory and Transit of Venus Commission,1882,529,683,"astronomy,space,sun",have
the-constellations-december-november-october__fc411551.jpg,fc411551-f042-408f-9cbc-c545fbf31590,The Constellations (December November October),W. G. Evan,1856,542,600,astronomy,have
prodigious-warnings-concerning-the-city-of-jerusalem__62eba208.jpg,62eba208-09ce-47d7-8528-2bf58933175f,Prodigious warnings concerning the city of Jerusalem,,1559,2634,2938,stars,have
the-new-star__b9326a0a.jpg,b9326a0a-9979-46c6-b407-83187e2a7027,The New Star,Aubrey Beardsley,1897,1786,2407,stars,have
falling-stars-as-observed-from-the-balloon__e41836da.jpg,e41836da-eab0-47d0-802c-65fbedda00bb,Falling stars as observed from the balloon.,Albert Tissandier; Eugène Cicéri,1871,2682,1961,"sky,stars",have
zima-winter__d7c2c1d4.jpg,d7c2c1d4-6b75-4428-bb4f-2a9c2716e5a3,Zima (Winter),Michalina Janoszanka,ca. 1920s,3263,3012,stars,have
untitled__4ebc617d.jpg,4ebc617d-8e4b-4bd7-ba09-0bedd380bd3a,,Wallace Smith,1922,2176,3554,stars,have
untitled__427c21be.jpeg,427c21be-5365-433d-aaa4-59cc3581b54f,,Raffaele Mainella,1907,3537,6336,stars,have
untitled__80c14c90.jpeg,80c14c90-20f7-4d2f-8405-22c50332963a,,Raffaele Mainella,,4440,6344,stars,have
untitled__f5820348.jpg,f5820348-a4e9-4c15-a8be-11ae9195de3f,,,ca. 1880,3787,4000,"moon,stars",have
religious-fervor-is-mirrored-on-the-face-of-a-black-muslim-w__930686d7.jpg,930686d7-5fbe-4573-8a0b-e1b68165932e,"“Religious fervor is mirrored on the face of a Black Muslim woman, one of some 10,000...”",John H. White,1973–4,1500,1011,stars,have
publisher-s-binding-for-frances-trego-montgomery-s-i-on-a-la__08c01435.jpeg,08c01435-ed6f-4a49-91b5-307dca57b95b,"Publisher’s binding for Frances Trego Montgomery’s <i>On a Lark to the Planets</i> (1904), the sequel to <i>The Wonderful Electric Elephant</i>.",,1904,548,680,"moon,stars",have
the-raven__f581cffb.jpeg,f581cffb-3555-45fa-888e-232c14f30bb4,The Raven,Gustave Doré,1884,822,1200,stars,have
