uuid,title,artist,date,src,w,h,restriction,tags
890a652b-866c-4413-ab72-5da803d4fe92,Widow Bird,Henry L. Stephens,1851,/collections/comic-natural-history/stephens-natural-history-25.jpeg,2204,3040,,"animals,birds"
9db9f5aa-39ee-4c87-86a0-5121c6ff5ea2,One of the Rats,Henry L. Stephens,1851,/collections/comic-natural-history/stephens-natural-history-18.jpeg,2919,2078,,"animals,rats"
9bb6bb58-ce4d-4ce6-98b6-699ef42d4cb2,Lark,Henry L. Stephens,1851,/collections/comic-natural-history/stephens-natural-history-12.jpeg,2368,3184,,"animals,birds"
9a140eea-5c97-467f-8602-914d6a7a352f,Hum-Bug,Henry L. Stephens,1851,/collections/comic-natural-history/stephens-natural-history-8.jpg,2092,3072,,"animals,beetles"
02f79a99-05bf-4c2c-b48a-b62328458502,Woodpecker,Henry L. Stephens,1851,/collections/comic-natural-history/stephens-natural-history-26.jpg,2326,3234,,"animals,birds"
0166d794-9bec-482c-a9ed-eacfb394f595,Giraffe,Henry L. Stephens,1851,/collections/comic-natural-history/stephens-natural-history-5.jpg,2160,3200,,animals
afc169d0-94b1-4ed7-acc0-1d30e6e608f5,King Bird,Henry L. Stephens,1851,/collections/comic-natural-history/stephens-natural-history-11.jpg,2292,3456,,"animals,bees,birds"
ab8f07f0-69a9-4d66-acc0-ed8cfd329c96,Alms House Bird,Henry L. Stephens,1851,/collections/comic-natural-history/stephens-natural-history-1.jpeg,2243,3312,,"animals,birds"
a870aa6c-d273-4ef1-9910-33e75b6a599c,The Comic Natural History,Henry L. Stephens,1851,/collections/comic-natural-history/stephens-natural-history-22.jpg,2562,3996,,"animals,birds"
b6243058-9f84-4cec-91f0-95a17afd7194,Night Hawk,Henry L. Stephens,1851,/collections/comic-natural-history/stephens-natural-history-16.jpeg,2296,3172,,"animals,birds"
be7e0cf7-6b5c-43aa-b91b-a90c1b9808f7,Mac-Arel,Henry L. Stephens,1851,/collections/comic-natural-history/stephens-natural-history-14.jpeg,2856,1896,,"animals,birds,fish"
d54c3df7-2929-48a7-8bc0-6ffd2d62212d,Old Shad & Young,Henry L. Stephens,1851,/collections/comic-natural-history/stephens-natural-history-17.jpeg,3356,2120,,"animals,fish"
f85acb95-f0a6-4921-b4b3-a8c57d1a5d07,Sun Bird,Henry L. Stephens,1851,/collections/comic-natural-history/stephens-natural-history-21.jpg,2360,3312,,"animals,birds"
f061bbad-3285-41f2-926b-60db1fca37c4,Catamaran Speel's Owl,Henry L. Stephens,1851,/collections/comic-natural-history/stephens-natural-history-3.jpg,2272,3260,,"animals,birds,lions,owls"
1ecc1781-575d-4b5e-b4a3-4c156580b408,Alligator and spectators during feeding time,,ca. 1907,/collections/los-angeles-alligator-farm/alligator-farm-7.jpg,5100,4088,,"animals,reptiles"
2d6539c8-372c-456f-bddb-0edca00f219c,Four-year old alligators sunning,,ca. 1907,/collections/los-angeles-alligator-farm/alligator-farm-3.jpg,5100,4082,,"animals,reptiles"
399b68a1-5b04-41d2-abf4-381ce0eb3814,Young alligators,,ca. 1907,/collections/los-angeles-alligator-farm/alligator-farm-18.jpg,6300,5000,,"animals,reptiles"
3070ffd3-952e-4d45-88ba-2709697fa400,Mother alligator with her congregation,,ca. 1907,/collections/los-angeles-alligator-farm/alligator-farm-10.jpg,5100,4081,,"animals,reptiles"
3673c327-2bd3-47ae-bc82-b272b6a23316,Alligator named Big Mug,,ca. 1907,/collections/los-angeles-alligator-farm/alligator-farm-8.jpg,5100,4058,,"animals,reptiles"
459ef335-598e-4d20-8669-6df59b5c649e,Hypnotising an alligator,,ca. 1907,/collections/los-angeles-alligator-farm/alligator-farm-15.jpg,6143,4867,,"animals,reptiles"
4a443cc5-82da-47a3-a950-f6d2e68751f2,Walking an alligator on lead,,ca. 1907,/collections/los-angeles-alligator-farm/alligator-farm-13.jpg,5100,4047,,"animals,reptiles"
4280382d-d2c5-4bce-ac52-5f45d4901c3d,Young alligators in a pen,,ca. 1907,/collections/los-angeles-alligator-farm/alligator-farm-1.jpg,5100,4102,,"animals,reptiles"
782824fa-4187-44ed-b7a2-b1c9ee6b05d8,Alligator sunning,,ca. 1907,/collections/los-angeles-alligator-farm/alligator-farm-17.jpg,6300,5000,,"animals,reptiles"
