uuid,title,artist,date,src,w,h,restriction,tags
3062b844-c766-450c-819a-fe3fac97f868,“[Hemisphere] where the true Tract of this most surprizing Zone of Light is distinguished amongst the principal Stars.”,Thomas Wright,1750,/collections/an-original-theory-or-new-hypothesis-of-the-universe/originaltheoryor00wrig_0127.jpg,1190,1200,,"astronomy,celestial,space,stars"
3eb396f5-6991-4997-a6cd-9a4329f3cf22,“An exact Scheme of the principal known Comets”,Thomas Wright,1750,/collections/an-original-theory-or-new-hypothesis-of-the-universe/originaltheoryor00wrig_0121.jpg,830,1200,,"astronomy,celestial,space,stars"
3c0029f6-566e-49ec-92b3-8dd11e856e3b,“A proportional Drawing of all the primary and secondary Planets together.”,Thomas Wright,1750,/collections/an-original-theory-or-new-hypothesis-of-the-universe/originaltheoryor00wrig_0119.jpg,836,1200,,"astronomy,celestial,space,stars"
34ada425-109d-4d96-a84b-ad07f0b549ba,"“The Body of the Earth and Moon, with their common Center of Gravity.”",Thomas Wright,1750,/collections/an-original-theory-or-new-hypothesis-of-the-universe/originaltheoryor00wrig_0117.jpg,849,1200,,"astronomy,celestial,space,stars"
482a4338-3dfd-4c22-882d-ed00bfd860cc,Plane and profile views of stars moving around a central body,Thomas Wright,1750,/collections/an-original-theory-or-new-hypothesis-of-the-universe/originaltheoryor00wrig_0161.jpg,825,1200,,"astronomy,celestial,space,stars"
413748dd-e48f-407f-8296-03004d810338,"“A perspective View of the visible Creation, including the regions around our Sun, Syrius and Rigel.”",Thomas Wright,1750,/collections/an-original-theory-or-new-hypothesis-of-the-universe/originaltheoryor00wrig_0137.jpg,809,1200,,"astronomy,celestial,space,stars"
4d9b5797-950a-4abc-b976-59cc026a46b8,"“A true Projection of the System of the known Comets, all in just Proportion and Position to the Orbits of Saturn and Jupiter.”",Thomas Wright,1750,/collections/an-original-theory-or-new-hypothesis-of-the-universe/originaltheoryor00wrig_0113.jpg,1400,870,,"astronomy,celestial,space,stars"
5a8248cb-f9ce-45f6-b2cc-25bdea3f82d1,"“A centeral Section of the same [the intire Creation], with the Eye of Providence seated in the Center, as in the virtual Agent of Creation.”",Thomas Wright,1750,/collections/an-original-theory-or-new-hypothesis-of-the-universe/originaltheoryor00wrig_0153.jpg,1063,1200,,"astronomy,celestial,space,stars"
6b9e0e9f-698e-427c-abf3-50df78127772,“A bright Part of this Zone near the Feet of Antinous.”,Thomas Wright,1750,/collections/an-original-theory-or-new-hypothesis-of-the-universe/originaltheoryor00wrig_0131.jpg,803,1200,,"astronomy,celestial,space,stars"
8b054671-ec35-4ebe-99ff-846cf53a62a3,“A Creation of a double Construction.”,Thomas Wright,1750,/collections/an-original-theory-or-new-hypothesis-of-the-universe/originaltheoryor00wrig_0155.jpg,808,1200,,"astronomy,celestial,space,stars"
8dcc88db-e763-4d3f-a24f-5470c87e053c,"Imaginary Section of an “artificial Horizon of a Globe”, with “all the stars scattered promiscuously”.",Thomas Wright,1750,/collections/an-original-theory-or-new-hypothesis-of-the-universe/originaltheoryor00wrig_0149.jpg,823,1200,,"astronomy,celestial,space,stars"
84c10c6b-5813-4edd-8e80-6d60d0201804,"Depiction of hypothesis — “local Motion of the Sun, the Earth in her proper secondary Orbit”.",Thomas Wright,1750,/collections/an-original-theory-or-new-hypothesis-of-the-universe/originaltheoryor00wrig_0147.jpg,878,1200,,"astronomy,celestial,moon,space,stars,sun"
91278900-3f73-42d9-8086-eda7281d8eda,"“Representing a section of the cosmical Theories of Oviedus, Bede, and many others.”",Thomas Wright,1750,/collections/an-original-theory-or-new-hypothesis-of-the-universe/originaltheoryor00wrig_0109.jpg,1212,1200,,"astronomy,celestial,space,stars"
0b04b90e-5d6f-42fb-877d-d47c65360f33,"“You may if you please, call a partial View of Immensity, or without much Impropriety perhaps, a finite View of Infinity”.",Thomas Wright,1750,/collections/an-original-theory-or-new-hypothesis-of-the-universe/originaltheoryor00wrig_0165.jpg,791,1200,,"astronomy,celestial,space,stars"
097f52bd-b492-4e47-b208-24dc93121d0b,"Stars moving “in the Manner of Saturn's Rings, nay, perhaps Ring within Ring, to a third or fourth Order”.",Thomas Wright,1750,/collections/an-original-theory-or-new-hypothesis-of-the-universe/originaltheoryor00wrig_0159.jpg,822,1200,,"astronomy,celestial,space,stars"
0e3ad900-c072-4910-b8a1-fc955b656dc9,"“A true Delineation of the Polar System, with the Trajectories of three of the principal Comets.”",Thomas Wright,1750,/collections/an-original-theory-or-new-hypothesis-of-the-universe/originaltheoryor00wrig_0111.jpg,834,1200,,"astronomy,celestial,space,stars"
a4345b7a-b601-40ab-97ee-b7fb1abf9d27,“A Plan of the principal Stars that form the Pleiades.”,Thomas Wright,1750,/collections/an-original-theory-or-new-hypothesis-of-the-universe/originaltheoryor00wrig_0141.jpg,817,1200,,"astronomy,celestial,space,stars"
c7f7e7dc-76dd-411e-8eab-9e0b4959ef8a,“[Hemisphere] where the true Tract of this most surprizing Zone of Light is distinguished amongst the principal Stars.”,Thomas Wright,1750,/collections/an-original-theory-or-new-hypothesis-of-the-universe/originaltheoryor00wrig_0129.jpg,1199,1200,,"astronomy,celestial,space,stars"
dd66ff93-3c42-4dbd-99f0-f99de2cd804c,"“The Object of that incomprehensible Being, which alone and in himself comprehends and constitutes supreme Perfection”.",Thomas Wright,1750,/collections/an-original-theory-or-new-hypothesis-of-the-universe/originaltheoryor00wrig_0167.jpg,819,1200,,"astronomy,celestial,space,stars"
da7fcea9-9d03-4e83-ab28-448ac3557ed7,"“A view of the Persides, another surprizing Knot of Stars.”",Thomas Wright,1750,/collections/an-original-theory-or-new-hypothesis-of-the-universe/originaltheoryor00wrig_0135.jpg,801,1200,,"astronomy,celestial,space,stars"
dc8818f3-6603-4c18-916a-1bbc75c6b44d,"“The Sun and Moon in the just Proportion of their mean Diameters, with two of the Comets A and B, and the five erratick Planets.”",Thomas Wright,1750,/collections/an-original-theory-or-new-hypothesis-of-the-universe/originaltheoryor00wrig_0123.jpg,821,1200,,"astronomy,celestial,moon,space,stars,sun"
d418ae02-9a11-480a-a9eb-d3033805891e,"“The satellite Systems, proportionable to one another.”",Thomas Wright,1750,/collections/an-original-theory-or-new-hypothesis-of-the-universe/originaltheoryor00wrig_0115.jpg,831,1200,,"astronomy,celestial,space,stars"
e45848ec-b78b-42aa-83b8-264e7ec1af9e,"Depiction of hypothesis — orbits of stars “all moving the same way”.""",Thomas Wright,1750,/collections/an-original-theory-or-new-hypothesis-of-the-universe/originaltheoryor00wrig_0145.jpg,831,1200,,"astronomy,celestial,space,stars"
eaefbf8a-4e4b-4a49-b209-dfb4d10c947d,“Part of a Medal representing the Solar System”,Thomas Wright,1750,/collections/an-original-theory-or-new-hypothesis-of-the-universe/originaltheoryor00wrig_0105.jpg,823,1200,,"astronomy,celestial,space,stars"
f66a6a58-aa1b-4a43-b5d8-76045c816040,“Shewing a decrease in the Obliquity of the Poles.”,Thomas Wright,1750,/collections/an-original-theory-or-new-hypothesis-of-the-universe/originaltheoryor00wrig_0139.jpg,1400,966,,"astronomy,celestial,space,stars"
f81eae49-8529-42da-9e1c-e9af287b9b5e,“Geometrical Scale to all the primary Parts of the visible Creation.”,Thomas Wright,1750,/collections/an-original-theory-or-new-hypothesis-of-the-universe/originaltheoryor00wrig_0125.jpg,1400,766,,"astronomy,celestial,space,stars"
800abd4a-5700-4d04-b2ed-0fdeb182eabb,Solar Eclipse,Carleton Watkins,1889,/shop/nov-2020-prints-new-00044.jpg,1200,922,,"celestial,sun"
ac72542d-b8d0-490b-8fb7-7a365b7992a7,Women Bathing Before an Architectural Panorama,Fayzullah,ca. 1765,/shop/nov-2020-prints-new-00045.jpg,853,1200,,celestial
82e597d0-9220-47c4-a1c8-58e005ef07b9,Explanation of Why Saturn's Ring Changes as It Orbits the Sun,Christiaan Huygens,1659,/essays/the-uncertain-heavens/CristianiHugeni00Huyg_0075-edit-2.jpg,2158,1288,,"astronomy,celestial,moon"
c79deed5-f30a-4db8-ae3e-d541fc9b24c7,"Orbiting Moons of Earth, Jupiter, and Saturn",Christiaan Huygens,1722,/essays/the-uncertain-heavens/b30537009_0001_0128-edit.jpg,1400,723,,"celestial,moon"
44916560-e19b-4b4f-8697-9c86c28bd73c,,Elias Ashmole,1652,/collections/theatrum-chemicum/theatrumchemicum00ashm_0236.jpg,941,1200,,celestial
98d8fdc2-6c76-408e-a961-19587a960e7e,,Elias Ashmole,1652,/collections/theatrum-chemicum/theatrumchemicum00ashm_0239.jpg,1200,959,,celestial
de3908d2-b2dc-4ce8-8e07-8f1be79db4a2,,Elias Ashmole,1652,/collections/theatrum-chemicum/theatrumchemicum00ashm_0238.jpg,1200,758,,"celestial,moon,sun"
817aa632-0899-41c4-83d2-eff152244e03,Herr Kristan von Hamle,,early 14th century,/essays/primary-sources/cpg848_0138-edit.jpg,966,1350,,"astronomy,celestial"
3918bbc5-5d39-483b-abbe-fdba2fff4c0e,Lance,,1587,/collections/the-comet-book/veru.jpg,800,949,,"astronomy,celestial"
8c95a2c6-88dc-4dc0-95be-7b2e17f7521b,Pertica,,1587,/collections/the-comet-book/pertica.jpg,800,944,,"astronomy,celestial,sky"
2307dbba-aa69-4e8c-8a2c-3994ef57a4ce,Comet Pertica,Anonymous,1587,/shop/pertica-print-2.jpg,1048,1200,,"celestial,stars"
18013f9e-6ff1-4d41-acb7-db69cf3dc9cd,Draco and Ursa Minor,Sidney Hall,ca. 1825,/shop/dec2019-12.jpg,832,1200,,"astronomy,celestial,stars"
df4e43ff-6607-46b1-9cbb-5f1f0d9e4c98,Leo Major and the Leo Minor,Sidney Hall,ca. 1825,/shop/dec2019-9.jpg,834,1200,,"astronomy,celestial"
18eb9de9-e6ac-4a86-bb6f-1ee7aa3b20f9,Aries and Musca Borealis,Sidney Hall,1824–5,/collections/uranias-mirror-or-a-view-of-the-heavens/dec2019-10.jpg,1200,842,,"astrology,astronomy,celestial,zodiac"
55ba915a-9313-462e-8ad2-76f27768c3e4,Libra,Sidney Hall,1824-5,/collections/uranias-mirror-or-a-view-of-the-heavens/dec2019-22.jpg,1200,833,,"astrology,astronomy,celestial,stars,zodiac"
532f6732-e105-4eb5-b800-c3becb4e7fad,Gemini,Sidney Hall,1824-5,/collections/uranias-mirror-or-a-view-of-the-heavens/dec2019-11.jpg,1200,829,,"astrology,astronomy,celestial,zodiac"
53e3e55c-92b3-4111-973d-08b18cc16125,"The Unicorn, Canis Minor",Sidney Hall,1824-5,/collections/uranias-mirror-or-a-view-of-the-heavens/dec2019-5.jpg,1200,842,,"astrology,astronomy,celestial,stars,zodiac"
62ace4f5-2354-4ee5-81d9-e783346cfedc,"Gloria Frederici, Andromeda",Sidney Hall,1824-5,/collections/uranias-mirror-or-a-view-of-the-heavens/dec2019-23.jpg,827,1200,,"astrology,astronomy,celestial,zodiac"
703a08d3-0a03-4efd-895a-5a8ddc833ed8,"The Lizard, Swan, Lyre, Fox and Anser",Sidney Hall,1824-5,/collections/uranias-mirror-or-a-view-of-the-heavens/dec2019-18.jpg,1200,833,,"astrology,astronomy,celestial,zodiac"
eea333fd-610c-4662-b12a-aeed396c376f,"The Eridanus, River, Whale, Sculptor",Sidney Hall,1824-5,/collections/uranias-mirror-or-a-view-of-the-heavens/dec2019-19.jpg,1200,829,,"astrology,astronomy,celestial,zodiac"
741e81f7-3d54-470a-9b33-fdbe26709d61,"Aurora Borealis, Presbyterian Mission at Point Barrow, Alaska",,1908,/collections/aurora-borealis-in-art/sheldonjacksonp00stew_0436.jpg,830,1280,,celestial
79610023-caf3-4d00-8033-9c382cf7e358,View of the Aurora Borealis at 20h 48 m,,ca. 1894–9,/collections/aurora-borealis-in-art/RP-F-2001-7-1347D-15.jpg,1200,1136,,celestial
151a669e-5c4f-4717-9b59-d03cebccf14f,Diagram of the Human Mind,Robert Fludd,1617,/shop/oct_19_new_prints_00044.jpg,726,1200,,celestial
56524ef1-93de-4d58-a099-63c536cb33b7,Subterranean Fires,Athanasius Kircher,1678,/shop/oct_19_new_prints_00041.jpg,1200,970,,celestial
ea8e9538-ac78-40e7-9baf-c97196c0b28b,"Paradise Lost: Book 3, Line 365",John Martin,1827,/collections/john-martin-s-illustrations-of-paradise-lost-1827/48008591761_7f6315311c_b.jpg,1024,725,,celestial
f6ac521d-7bae-42a2-8da7-47ba00e0a7b4,"Paradise Lost: Book 4, Line 813",John Martin,1827,/collections/john-martin-s-illustrations-of-paradise-lost-1827/48008678077_c4a9322ede_b.jpg,1024,696,,celestial
170ad5ea-5a96-4dc5-90c4-a8e0a527fa5c,,August Strindberg,1893–4,/collections/august-strindberg-s-celestographs-1893-4/47687974421_139ff0d70a_o.jpg,1484,1032,,celestial
2d5e402e-1108-4540-aaec-60e1fa0b007a,,August Strindberg,1893–4,/collections/august-strindberg-s-celestographs-1893-4/40721730283_413c0017c2_o.jpg,1470,1026,,celestial
374fe880-2440-49eb-946b-74084f62a1d2,,August Strindberg,1893–4,/collections/august-strindberg-s-celestographs-1893-4/47687974311_9c90e6eed3_o.jpg,1520,1080,,celestial
55c6a484-7d85-4b46-852f-1ff2c4505dde,,August Strindberg,1893–4,/collections/august-strindberg-s-celestographs-1893-4/47687974301_eb8a266668_o.jpg,1512,1076,,celestial
7ac9c83a-22cf-4995-a43d-4e7e0b84e4db,,August Strindberg,1893–4,/collections/august-strindberg-s-celestographs-1893-4/33808798758_32bc1df623_o.jpg,1500,999,,celestial
8a6121ab-289b-4a07-9d5d-cb1844243e8e,,August Strindberg,1893–4,/collections/august-strindberg-s-celestographs-1893-4/32743174117_559c9b6e88_o.jpg,1500,1014,,celestial
